label,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z
squat,0.39507648944854734,0.04267454147338867,0.019891146570444107,0.40188894271850584,0.0,0.0013944070087745786,0.3630834102630615,0.013839181264241536,0.004659750033169985,0.4391493320465088,0.0,0.0021917964331805706,0.32730841636657715,0.0,0.013376370072364807,0.6409890651702881,0.002048746744791667,0.5303577184677124,0.3141836166381836,0.1269654909769694,0.7886461019515991,0.9043858528137207,0.16242551803588867,0.7899686694145203,0.37005343437194826,0.48618847529093423,0.9672287702560425,0.9446043014526367,0.2718744913736979,0.7072787880897522,0.3862447261810303,0.8569214502970378,0.8899792432785034,0.7685553550720214,0.7247469584147136,0.9600481390953064,0.5601997375488281,0.7735071182250977,0.9817611575126648,0.7454436302185059,1.0,0.0589057058095932,0.5813891410827636,1.0,0.13569769263267517,0.7761650085449219,1.0,0.001781661994755268,0.7479865074157714,0.9738597869873047,0.0036016912199556828
squat,0.39831225872039794,0.038957977294921876,0.022897114977240562,0.4035771369934082,0.0,0.0017579114064574242,0.3698265552520752,0.011654885609944661,0.005417698062956333,0.43994317054748533,0.0,0.003059272188693285,0.3428870677947998,0.0,0.015249768272042274,0.6313297748565674,0.015623887379964193,0.5284332036972046,0.3289457321166992,0.1261876106262207,0.8076668381690979,0.8776125907897949,0.18191674550374348,0.7924449443817139,0.37719297409057617,0.4623906453450521,0.973451554775238,0.9396190643310547,0.32266845703125,0.7240668535232544,0.3827415943145752,0.8343488057454427,0.9103546738624573,0.7323901176452636,0.720385487874349,0.9596572518348694,0.5375869750976563,0.7613569895426432,0.9828886985778809,0.7149715900421143,1.0,0.053531713783741,0.5418018341064453,1.0,0.13372401893138885,0.7563175678253173,1.0,0.0015447961632162333,0.6796720504760743,0.9626693725585938,0.0033023690339177847
squat,0.3874194622039795,0.014458020528157553,0.04141473397612572,0.39403762817382815,0.0,0.004715360701084137,0.3613083600997925,0.0,0.008235575631260872,0.43428664207458495,0.0,0.0076332720927894115,0.3425957918167114,0.0,0.013322683982551098,0.6304510116577149,0.0019249598185221354,0.6317276358604431,0.32950901985168457,0.10664749145507812,0.7713690400123596,0.8839937210083008,0.14842665990193685,0.8661254048347473,0.36276419162750245,0.4454134623209635,0.9688660502433777,0.9992659568786622,0.2671819686889648,0.7685473561286926,0.3455639362335205,0.7981045405069987,0.8866868019104004,0.7103818416595459,0.7055868784586589,0.9677127003669739,0.503827714920044,0.7348615010579427,0.9820898771286011,0.7118921279907227,1.0,0.044001296162605286,0.43843812942504884,0.9866558074951172,0.08914663642644882,0.7522565364837647,1.0,0.0010804402409121394,0.5003911018371582,0.902606709798177,0.0019712133798748255
squat,0.3654046535491943,0.004715855916341146,0.02197493426501751,0.38916287422180174,0.0,0.0072456286288797855,0.34377565383911135,0.0,0.0013083340600132942,0.4660463809967041,0.0,0.04221451282501221,0.33556792736053465,0.0,0.0010354053229093552,0.6566264629364014,0.022845109303792317,0.7983590960502625,0.31480560302734373,0.08910172780354818,0.563428521156311,0.8603824615478516,0.3220008532206217,0.9629965424537659,0.34390807151794434,0.4283533732096354,0.926422655582428,0.9059882164001465,0.7714164733886719,0.9154381155967712,0.30718891620635985,0.7640177408854166,0.8439249396324158,0.6732616424560547,0.6960350036621094,0.9840524196624756,0.4422462463378906,0.7071731567382813,0.9801836609840393,0.6861225605010987,1.0,0.06839610636234283,0.3992867708206177,1.0,0.0689353495836258,0.6751906394958496,1.0,0.0010633304482325912,0.46362152099609377,0.9623179117838542,0.00119496276602149
squat,0.3945832967758179,0.0,0.006985407322645187,0.4063971519470215,0.0,0.0007606181316077709,0.37349610328674315,0.0,0.001026915735565126,0.44999003410339355,0.0,0.004194035194814205,0.35593886375427247,0.0,0.004168589133769274,0.620813512802124,0.00778048833211263,0.6215408444404602,0.30193564891815183,0.07130409876505533,0.7487134337425232,0.8114665985107422,0.2657620906829834,0.9279056787490845,0.32907633781433104,0.43976370493570965,0.9730964303016663,0.8947969436645508,0.4359556833902995,0.8172473907470703,0.263543438911438,0.7811946233113607,0.8660889863967896,0.6428123950958252,0.7054466883341471,0.9875332117080688,0.4302192687988281,0.7202532450358073,0.9915412068367004,0.6817763805389404,1.0,0.0734136551618576,0.4178930759429932,0.9913321177164713,0.11639108508825302,0.7484583377838134,1.0,0.0011544532608240843,0.5367167472839356,0.9238006591796875,0.0018130704993382096
squat,0.42444438934326173,0.0,0.008764369413256645,0.43935203552246094,0.0,0.0009632839937694371,0.40031042098999026,0.0,0.0011173333041369915,0.4839639186859131,0.0,0.003204138483852148,0.3700406074523926,0.0,0.0030758611392229795,0.6237130165100098,0.0021098454793294272,0.5621888041496277,0.3108500003814697,0.05020949045817057,0.6825193762779236,0.7599279880523682,0.3218212127685547,0.9307188391685486,0.31272315979003906,0.39811318715413413,0.966881513595581,0.7992341995239258,0.693789291381836,0.8616109490394592,0.2514583826065063,0.7233844757080078,0.9110872149467468,0.6208707809448242,0.6842111587524414,0.9877514839172363,0.4162238597869873,0.6984512329101562,0.991302490234375,0.63092942237854,1.0,0.08876921236515045,0.4204425811767578,1.0,0.12756745517253876,0.6463047981262207,1.0,0.0012876237742602825,0.5103284835815429,1.0,0.0017447657883167267
squat,0.40223088264465334,0.00112457275390625,0.011811729520559311,0.41775941848754883,0.0,0.002359541831538081,0.37923226356506345,0.0,0.0014599276473745704,0.47224111557006837,0.0,0.0054389783181250095,0.3575613498687744,0.0,0.0018540500896051526,0.6179308891296387,0.0,0.41516706347465515,0.3106802463531494,0.039590708414713544,0.38800182938575745,0.7376351356506348,0.28904056549072266,0.9273682832717896,0.2882063627243042,0.36558459599812826,0.9260411858558655,0.7769034385681153,0.6692091623942057,0.9286033511161804,0.2607851266860962,0.6981938044230144,0.9290231466293335,0.61709566116333,0.616157595316569,0.9791654348373413,0.40804295539855956,0.6322784423828125,0.9801000952720642,0.637257719039917,1.0,0.12570413947105408,0.3815422773361206,1.0,0.14213921129703522,0.6378204345703125,1.0,0.0017455193446949124,0.3886991500854492,1.0,0.0019120112992823124
squat,0.43211989402770995,0.0,0.02272781729698181,0.44747271537780764,0.0,0.0038577525410801172,0.40766000747680664,0.0,0.0036648018285632133,0.49254608154296875,0.0,0.005683979485183954,0.37667193412780764,0.0,0.004398728255182505,0.61905517578125,0.005782953898111979,0.46527567505836487,0.32320199012756345,0.049445851643880205,0.5126985311508179,0.7310794353485107,0.30131438573201497,0.9267860054969788,0.2927126884460449,0.36835622787475586,0.9432923197746277,0.7779810428619385,0.6593692779541016,0.924892008304596,0.26395387649536134,0.6936026891072591,0.9411665201187134,0.6195009231567383,0.6133981068929036,0.979482114315033,0.41663661003112795,0.6298011779785156,0.9822896122932434,0.6475640773773194,1.0,0.1266745924949646,0.3827812194824219,1.0,0.152617946267128,0.6548651218414306,1.0,0.0017677088035270572,0.38287854194641113,1.0,0.001982808578759432
squat,0.4669342994689941,0.016672960917154946,0.02776295132935047,0.47254652976989747,0.0,0.0035073943436145782,0.4424155235290527,0.0,0.004791884683072567,0.49933609962463377,0.0,0.004566677380353212,0.40737004280090333,0.0,0.008174854330718517,0.6150912284851074,0.021768919626871743,0.5730693340301514,0.3463466167449951,0.0659088134765625,0.6652064323425293,0.7203570365905761,0.31045497258504234,0.9436041712760925,0.3107062101364136,0.3693948745727539,0.964709997177124,0.7898411273956298,0.6552274703979493,0.9351088404655457,0.28389084339141846,0.6823811848958333,0.9557520747184753,0.6144876480102539,0.5949198404947916,0.9903180599212646,0.4334667205810547,0.614717165629069,0.9923219084739685,0.6374464511871338,0.9964645385742188,0.2931838035583496,0.399044132232666,1.0,0.35438278317451477,0.6412878036499023,1.0,0.005204349290579557,0.3845523834228516,1.0,0.0060338168404996395
squat,0.5086537837982178,0.0,0.07342720031738281,0.5252530097961425,0.0,0.011393316090106964,0.48372368812561034,0.0,0.01349383220076561,0.5598938465118408,0.0,0.012533561326563358,0.44496002197265627,0.0,0.014918769709765911,0.6528047084808349,0.04458147684733073,0.7389294505119324,0.37604708671569825,0.08344872792561848,0.7624383568763733,0.7416337490081787,0.3011166254679362,0.9575742483139038,0.32774648666381834,0.36809597015380857,0.9593926668167114,0.791083812713623,0.6340818405151367,0.9539592266082764,0.2987353324890137,0.6834123611450196,0.9568450450897217,0.6222109317779541,0.5986638387044271,0.9927632212638855,0.4381824016571045,0.6157829284667968,0.9932331442832947,0.646385383605957,0.9987826029459635,0.4740573465824127,0.4282699108123779,1.0,0.4982694983482361,0.6477916240692139,1.0,0.01143383514136076,0.43597850799560545,1.0,0.011675548739731312
